1.03229,-0.344096,1.07786
1.03237,-0.344021,1.07761
1.03301,-0.343341,1.07551
1.03532,-0.340695,1.06603
1.04046,-0.332142,1.08648
1.04277,-0.327346,1.14515
1.04375,-0.323438,1.29142
1.04502,-0.319054,1.48851
1.04521,-0.312418,1.70961
1.04349,-0.305901,2.10753
1.0411,-0.302424,2.24047
1.03416,-0.295469,2.54107
1.02617,-0.291528,2.92672
1.01419,-0.292812,-2.71565
0.999401,-0.304628,-1.98303
0.993452,-0.318007,-1.50771
0.994252,-0.338083,-0.969869
1.00262,-0.35619,-0.58006
1.02395,-0.377405,-0.172752
1.02976,-0.379702,-0.122666
1.04884,-0.381804,0.0512987
1.05534,-0.381245,0.141477
1.06154,-0.380302,0.255699
1.066,-0.379642,0.397715
1.06689,-0.380431,0.541141
1.06351,-0.384225,0.710278
1.05846,-0.389213,0.838625
1.05624,-0.3917,0.894368
1.04727,-0.403729,1.20505
1.04415,-0.410752,1.40958
1.0429,-0.420997,1.75094
1.0438,-0.42691,1.96936
1.04532,-0.432388,2.1946
1.04864,-0.44167,2.76557
1.04864,-0.44167,2.76557
1.04861,-0.443519,3.05829
1.04717,-0.443947,-2.94884
1.04483,-0.44491,-2.69579
1.04371,-0.445522,-2.60418
1.03912,-0.449102,-2.28945
1.03485,-0.455289,-2.03157
1.033,-0.459301,-1.95467
1.03077,-0.465022,-1.93552
1.02926,-0.468887,-1.96463
1.02743,-0.472897,-2.03236
1.02218,-0.481351,-2.26903
1.01869,-0.48516,-2.4331
1.01514,-0.488078,-2.6258
1.01289,-0.489358,-2.75101
1.00985,-0.490531,-2.93622
1.00584,-0.490955,3.08713
1.00119,-0.490094,2.73681
0.996051,-0.487459,2.35746
0.987756,-0.478855,1.7722
0.983918,-0.468162,1.32537
0.983731,-0.461204,1.07536
0.98759,-0.447199,0.604349
0.996345,-0.436318,0.185737
1.00994,-0.431009,-0.257221
1.02269,-0.434468,-0.562846
1.02933,-0.439015,-0.679744
1.03367,-0.442574,-0.876504
1.03356,-0.442447,-0.894456
1.03275,-0.441491,-0.948329
1.03041,-0.438306,-1.03662
1.02218,-0.422788,-1.23261
1.01904,-0.414576,-1.30874
1.01616,-0.403636,-1.42528
1.01593,-0.378914,-1.78843
1.02776,-0.345926,-2.52592
1.04223,-0.328824,3.10902
1.04707,-0.325956,2.93395
1.06038,-0.32244,2.50484
1.0696,-0.323874,2.22477
1.08101,-0.331965,1.81629
1.08384,-0.340072,1.62956
1.08367,-0.355264,1.54753
1.08439,-0.373098,1.71579
1.08622,-0.382323,1.8797
1.09539,-0.402016,2.35264
1.11064,-0.415202,3.0878
1.11305,-0.415336,-2.91673
1.11296,-0.416027,-2.73936
1.11277,-0.416408,-2.63967
1.11295,-0.416545,-2.54486
1.11327,-0.416618,-2.43421
1.11352,-0.416603,-2.32983
1.11367,-0.416543,-2.23456
1.11325,-0.41702,-2.26645
1.1126,-0.417686,-2.34992
1.11086,-0.419064,-2.5685
1.10932,-0.41994,-2.73337
1.10332,-0.421596,-3.06184
1.1,-0.42162,3.08488
1.09594,-0.420991,2.95181
1.08964,-0.418854,2.79087
1.07965,-0.413641,2.60177
1.07172,-0.40847,2.48188
1.05268,-0.391217,2.24404
1.04616,-0.383426,2.18488
1.04029,-0.3754,2.14905
1.02703,-0.355157,2.165
1.02166,-0.347394,2.21245
1.01451,-0.338307,2.29676
1.01451,-0.338307,2.29676
1.0053,-0.328481,2.44471
0.98999,-0.317331,2.74797
0.980989,-0.31349,2.95845
0.970421,-0.311854,-3.02726
0.9634,-0.312771,-2.80563
0.947395,-0.319866,-2.25847
0.938952,-0.326688,-1.9413
0.931705,-0.337331,-1.55905
0.927392,-0.354344,-1.06692
0.926534,-0.375631,-0.548952
0.925965,-0.383054,-0.344731
0.925298,-0.388875,-0.151304
0.924585,-0.3915,0.0151686
0.924037,-0.39147,0.0876268
0.924037,-0.39147,0.0876268
0.923461,-0.391469,0.161953
0.923224,-0.391486,0.191785
0.922933,-0.391515,0.229116
0.92258,-0.391562,0.273947
0.922065,-0.391697,0.34129
0.921786,-0.391792,0.378691
0.921728,-0.391812,0.386145
0.921293,-0.391989,0.445945
0.920968,-0.392142,0.49085
0.92076,-0.392249,0.520716
0.9205,-0.392393,0.5581
0.919759,-0.392882,0.67028
0.919523,-0.393062,0.707667
0.919341,-0.393214,0.73761
0.919164,-0.39337,0.767554
0.918782,-0.393741,0.834889
0.918464,-0.394088,0.894691
0.918133,-0.394503,0.962038
0.917963,-0.394742,0.999457
0.917833,-0.394938,1.02941
0.917677,-0.395189,1.06681
0.917451,-0.3956,1.12671
0.917344,-0.395812,1.15662
0.917116,-0.39635,1.23144
0.916993,-0.396685,1.27635
0.916923,-0.396909,1.30629
0.916806,-0.397359,1.36606
0.916753,-0.39759,1.39597
