0.867811,1.57341,-1.14945
0.867812,1.57338,-1.15147
0.867906,1.57318,-1.16746
0.868694,1.57124,-1.25804
0.868806,1.57052,-1.40025
0.868825,1.57022,-1.53335
0.868725,1.56926,-1.85649
0.869172,1.57004,-2.54
0.86987,1.57049,-2.83376
0.868558,1.5711,2.74558
0.866717,1.57263,2.48203
0.861072,1.5789,1.97727
0.857531,1.58831,1.52955
0.860858,1.60232,1.03892
0.871744,1.61584,0.740585
0.88146,1.62433,0.676134
0.8933,1.63413,0.725692
0.898949,1.63965,0.844709
0.902893,1.64567,1.15799
0.903435,1.64732,1.26516
0.905853,1.65718,1.54754
0.90564,1.66197,1.6678
0.904537,1.6679,1.8493
0.901923,1.67436,2.12009
0.898532,1.67911,2.38708
0.891104,1.68544,2.87196
0.885164,1.68759,-3.0912
0.882353,1.68781,-2.96269
0.867803,1.68421,-2.39209
0.860052,1.67924,-2.08703
0.852767,1.67002,-1.68694
0.850766,1.66395,-1.47157
0.850238,1.65755,-1.27187
0.854478,1.64223,-0.882189
0.854478,1.64223,-0.882189
0.858819,1.63474,-0.751625
0.864375,1.62723,-0.664555
0.870865,1.62025,-0.614284
0.873523,1.61803,-0.603479
0.881391,1.61272,-0.569352
0.883261,1.61212,-0.527794
0.875846,1.61698,-0.485612
0.870216,1.62034,-0.46856
0.861049,1.62517,-0.452156
0.849948,1.63059,-0.445748
0.825185,1.6429,-0.491495
0.812246,1.65014,-0.536612
0.8003,1.65695,-0.585593
0.794241,1.66064,-0.611994
0.786922,1.66556,-0.663814
0.778576,1.67204,-0.759327
0.769593,1.68037,-0.915025
0.76203,1.6891,-1.11176
0.754627,1.70248,-1.48574
0.753131,1.71333,-1.844
0.756194,1.72617,-2.29442
0.758561,1.7314,-2.52254
0.763089,1.73823,-2.97894
0.765752,1.74005,2.77787
0.766709,1.73953,2.38735
0.766821,1.73933,2.2276
0.766847,1.73916,2.0886
0.766848,1.73914,2.08496
0.76689,1.73904,2.08452
0.767022,1.73868,2.10566
0.767885,1.73704,2.27753
0.768544,1.73617,2.38293
0.769671,1.73501,2.54168
0.774345,1.73282,-3.02508
0.77515,1.73205,-2.45772
0.770827,1.72521,-1.81031
0.769192,1.72172,-1.64353
0.768743,1.71214,-1.20412
0.771066,1.70488,-0.919084
0.779674,1.69435,-0.52338
0.787937,1.6894,-0.353593
0.803421,1.68402,-0.302711
0.814772,1.68068,-0.402296
0.814247,1.68131,-0.476377
0.813094,1.6816,-0.691486
0.814148,1.68019,-1.00154
0.815347,1.6779,-1.25078
0.815837,1.67593,-1.46872
0.815875,1.67495,-1.60931
0.815791,1.67425,-1.75889
