-1.08546,-0.360677,1.75563
-1.08547,-0.360686,1.75741
-1.08554,-0.360746,1.77173
-1.08572,-0.360774,1.8237
-1.08619,-0.360937,2.01493
-1.08653,-0.361044,2.17696
-1.08679,-0.361326,2.56427
-1.09023,-0.360171,3.06658
-1.09966,-0.36219,-2.77217
-1.11607,-0.373393,-2.27013
-1.12115,-0.379209,-2.10625
-1.12816,-0.392218,-1.83263
-1.13073,-0.402653,-1.68429
-1.13148,-0.424078,-1.55872
-1.13146,-0.446758,-1.62877
-1.13244,-0.456816,-1.72004
-1.1343,-0.467685,-1.77549
-1.13558,-0.473374,-1.88816
-1.1392,-0.478259,-2.18387
-1.14007,-0.479436,-2.29023
-1.14328,-0.481828,-2.68462
-1.14601,-0.483319,-2.81366
-1.15126,-0.485088,-2.96771
-1.15857,-0.485878,3.10846
-1.16603,-0.484825,2.8575
-1.17392,-0.481428,2.50951
-1.17883,-0.477505,2.22573
-1.18066,-0.475578,2.11001
-1.18728,-0.46366,1.57944
-1.18791,-0.454801,1.28449
-1.18493,-0.440443,0.880341
-1.18128,-0.432522,0.665478
-1.17639,-0.425249,0.466115
-1.16071,-0.413129,0.0166317
-1.16071,-0.413129,0.0166317
-1.15225,-0.410628,-0.170648
-1.14405,-0.410396,-0.322731
-1.13622,-0.412423,-0.437109
-1.13319,-0.413767,-0.472288
-1.12281,-0.419332,-0.576249
-1.11808,-0.421878,-0.702977
-1.11976,-0.420094,-0.778813
-1.12622,-0.413238,-0.880005
-1.13202,-0.406049,-0.942955
-1.13916,-0.396467,-1.00595
-1.15297,-0.372065,-1.16284
-1.15809,-0.359558,-1.27705
-1.16155,-0.347834,-1.39984
-1.16263,-0.341455,-1.46477
-1.16313,-0.333767,-1.53893
-1.16312,-0.325481,-1.613
-1.16287,-0.317501,-1.67449
-1.16185,-0.310351,-1.7535
-1.1589,-0.29939,-1.96845
-1.15575,-0.293024,-2.12656
-1.15435,-0.290998,-2.19456
-1.1534,-0.289914,-2.28191
-1.15375,-0.290357,-2.3421
-1.15426,-0.290842,-2.41725
-1.15481,-0.291277,-2.49242
-1.15515,-0.291519,-2.53754
-1.15581,-0.291917,-2.62022
-1.15587,-0.291953,-2.62774
-1.15606,-0.29205,-2.6503
-1.15637,-0.292203,-2.6879
-1.15707,-0.292499,-2.77059
-1.15734,-0.292592,-2.80067
-1.15767,-0.292696,-2.83825
-1.15841,-0.292881,-2.92098
-1.15945,-0.293037,-3.03373
-1.16022,-0.293072,-3.11641
-1.16043,-0.293074,-3.13898
-1.16098,-0.293051,3.08411
-1.16139,-0.293026,3.03907
-1.16215,-0.292965,2.9565
-1.16271,-0.292882,2.89641
-1.16359,-0.292615,2.79875
-1.16443,-0.292255,2.70107
-1.16481,-0.292062,2.656
-1.16553,-0.291625,2.5658
-1.16648,-0.290902,2.43804
-1.16684,-0.29057,2.3854
-1.16709,-0.290323,2.34783
-1.16723,-0.29017,2.32529
-1.16737,-0.290013,2.30269
-1.16755,-0.2898,2.27264
-1.16777,-0.289528,2.23506
-1.16817,-0.288958,2.15986
-1.16849,-0.288421,2.09217
-1.16868,-0.288051,2.04705
-1.16894,-0.287481,1.97939
-1.16907,-0.287158,1.9418
-1.16927,-0.286564,1.87412
-1.16934,-0.286295,1.84402
-1.1694,-0.286026,1.81393
-1.16948,-0.285684,1.77633
-1.16955,-0.285272,1.73124
-1.16958,-0.284994,1.70113
-1.16948,-0.284491,1.54755
-1.16952,-0.284354,1.44871
-1.16925,-0.283772,1.34366
-1.16567,-0.277411,1.07444
-1.16302,-0.272969,0.978848
-1.15898,-0.267366,0.877052
-1.15898,-0.267366,0.877052
-1.15438,-0.262189,0.794392
-1.14758,-0.255515,0.759368
-1.14404,-0.252081,0.785265
-1.14026,-0.247994,0.866332
-1.13807,-0.245227,0.942924
-1.13435,-0.238756,1.19617
-1.13232,-0.233252,1.34913
-1.13082,-0.224026,1.53446
-1.1327,-0.207302,1.77836
-1.14241,-0.180775,2.04527
-1.1495,-0.16717,2.1327
-1.15934,-0.151426,2.19105
-1.17388,-0.13098,2.18213
-1.18114,-0.120529,2.14505
-1.18808,-0.109616,2.08365
-1.20163,-0.0800166,1.84858
-1.20526,-0.0672462,1.73158
-1.20834,-0.0504134,1.5902
-1.20891,-0.0288397,1.44123
-1.20336,0.00514756,1.27255
-1.19757,0.0228375,1.20231
-1.1963,0.026291,1.19274
-1.18528,0.0527628,1.16313
-1.17721,0.0720657,1.20051
-1.1724,0.0849468,1.25243
-1.16763,0.101164,1.34667
-1.16405,0.158185,1.68601
-1.1675,0.180819,1.8006
-1.17196,0.199014,1.87782
-1.17773,0.21703,1.93329
-1.19348,0.256802,1.97147
-1.20778,0.292041,1.90446
-1.21961,0.33314,1.73433
-1.22296,0.356557,1.59835
-1.22389,0.375856,1.49122
-1.22297,0.400024,1.38688
-1.21671,0.43779,1.28633
-1.21158,0.45612,1.26834
-1.19836,0.500949,1.32775
-1.19263,0.527904,1.4257
-1.19041,0.546274,1.51067
-1.19035,0.584099,1.63102
-1.19193,0.60361,1.66373
-1.19605,0.643116,1.66598
-1.19814,0.668078,1.62806
-1.19913,0.69841,1.57709
-1.19899,0.718605,1.55247
-1.19846,0.738664,1.5412
-1.19712,0.783601,1.54978
-1.19659,0.813555,1.56009
-1.1964,0.833538,1.56564
-1.1963,0.85353,1.56875
-1.19621,0.89856,1.56853
-1.19612,0.928592,1.56702
-1.19604,0.948614,1.56604
-1.19579,0.993663,1.56429
-1.19558,1.02369,1.56395
-1.19548,1.0387,1.56391
-1.19531,1.06226,1.56355
-1.19514,1.08729,1.56258
-1.19503,1.10202,1.56162
-1.19492,1.11518,1.5605
-1.19472,1.1368,1.55837
-1.19456,1.15362,1.55673
-1.19452,1.16043,1.55622
-1.19452,1.16308,1.55504
-1.19451,1.16479,1.54468
-1.1945,1.16568,1.52301
-1.19449,1.16599,1.49331
-1.19446,1.16633,1.45574
-1.19444,1.16668,1.41812
-1.1944,1.1671,1.37303
-1.19428,1.16772,1.3054
-1.19416,1.16813,1.2603
-1.19409,1.16833,1.23776
-1.19397,1.16866,1.20018
-1.1938,1.16906,1.15504
-1.19355,1.16957,1.0949
-1.19338,1.16988,1.05731
-1.19319,1.17018,1.01972
-1.193,1.17047,0.98213
-1.19292,1.17059,0.967109
-1.19271,1.17087,0.929516
-1.19244,1.1712,0.884362
-1.19231,1.17136,0.861811
-1.19212,1.17157,0.831743
-1.19187,1.17182,0.79415
-1.19141,1.17225,0.726481
-1.19092,1.17265,0.65878
-1.19069,1.17281,0.628709
-1.19046,1.17297,0.598609
-1.19023,1.17312,0.568492
-1.18993,1.1733,0.530927
-1.18974,1.1734,0.508351
-1.1895,1.17352,0.478278
-1.18892,1.17379,0.410595
-1.18867,1.17389,0.380524
-1.18827,1.17403,0.335354
-1.18767,1.17421,0.267695
-1.18713,1.17432,0.207516
-1.18685,1.17437,0.177411
-1.18657,1.17441,0.147344
-1.18597,1.17458,0.110451
-1.18311,1.17495,0.0624579
-1.17795,1.17498,-0.0661105
-1.1708,1.17346,-0.343653
-1.15046,1.15962,-0.90126
-1.13897,1.14546,-1.11486
-1.12713,1.1204,-1.38232
-1.12412,1.10529,-1.5087
-1.12344,1.09605,-1.57142
-1.12618,1.05985,-1.68768
-1.128,1.0447,-1.6758
-1.13211,1.00057,-1.63429
-1.13348,0.974536,-1.60585
-1.13397,0.93715,-1.56425
-1.13351,0.9129,-1.53657
-1.13125,0.868717,-1.51207
-1.13007,0.848889,-1.51254
-1.12752,0.798961,-1.53083
-1.12732,0.793943,-1.53291
-1.12583,0.754153,-1.53315
-1.1249,0.72914,-1.53396
-1.1231,0.679117,-1.53534
-1.12204,0.649108,-1.53552
-1.12151,0.634106,-1.53536
-1.12063,0.609102,-1.53504
-1.11973,0.584098,-1.53475
-1.11847,0.549093,-1.53454
-1.1172,0.514085,-1.53458
-1.1163,0.48908,-1.53464
-1.1154,0.464073,-1.53472
-1.11432,0.434067,-1.53475
-1.1136,0.414062,-1.53474
-1.11198,0.369053,-1.53471
-1.11018,0.319043,-1.53468
-1.10946,0.299039,-1.53467
-1.10856,0.274033,-1.53469
-1.10766,0.249028,-1.5347
-1.10694,0.229023,-1.5347
-1.10549,0.189015,-1.53466
-1.10459,0.16401,-1.53466
-1.10333,0.129003,-1.53465
-1.10261,0.108999,-1.53464
-1.10117,0.0689896,-1.53466
-1.09846,-0.00602567,-1.53465
-1.09702,-0.0460342,-1.53462
-1.09593,-0.0760406,-1.53461
-1.09431,-0.12105,-1.53461
-1.09268,-0.16606,-1.53461
-1.0925,-0.17106,-1.53459
-1.09178,-0.191065,-1.5346
-1.09106,-0.211068,-1.53459
-1.08943,-0.256078,-1.53457
-1.08853,-0.281083,-1.53454
-1.0878,-0.301087,-1.53455
-1.0869,-0.326093,-1.53453
-1.08581,-0.356099,-1.53452
-1.08509,-0.376103,-1.53451
-1.08437,-0.396107,-1.53451
-1.08346,-0.421112,-1.53449
-1.08237,-0.451118,-1.53446
-1.08164,-0.471137,-1.53448
-1.08091,-0.49116,-1.53448
-1.08001,-0.516187,-1.53448
-1.0782,-0.566235,-1.53451
-1.07697,-0.600971,-1.53448
-1.07581,-0.635903,-1.53468
-1.07474,-0.670746,-1.5349
-1.07436,-0.684493,-1.53481
-1.07397,-0.699628,-1.53427
-1.0738,-0.708779,-1.53328
-1.07377,-0.71292,-1.53225
-1.07379,-0.715536,-1.5301
-1.07386,-0.717132,-1.43588
-1.07389,-0.7169,-1.40552
-1.07401,-0.716273,-1.32196
-1.07419,-0.715664,-1.23834
-1.0743,-0.715338,-1.19273
-1.07448,-0.714909,-1.13193
-1.07463,-0.714595,-1.08636
-1.07473,-0.714389,-1.056
-1.07504,-0.713859,-0.980389
-1.07521,-0.713607,-0.94258
-1.07546,-0.713265,-0.889685
-1.07565,-0.713022,-0.851984
-1.07584,-0.71268,-0.815516
-1.07604,-0.712466,-0.777893
-1.07621,-0.712258,-0.755893
-1.07638,-0.712088,-0.725794
-1.07655,-0.711945,-0.695524
-1.07704,-0.71157,-0.612539
-1.07728,-0.711404,-0.57492
-1.07752,-0.711249,-0.537299
-1.07767,-0.711161,-0.51473
-1.07776,-0.711104,-0.499686
-1.07817,-0.710892,-0.439524
-1.07838,-0.710796,-0.409452
-1.07864,-0.710684,-0.371868
-1.0789,-0.710583,-0.334293
-1.07923,-0.710474,-0.289212
-1.07945,-0.71041,-0.259163
-1.07962,-0.710364,-0.228426
-1.0797,-0.710342,-0.196279
-1.07979,-0.710317,-0.164342
-1.07747,-0.710849,-0.0773542
-1.07565,-0.710916,0.0109838
-1.07144,-0.709892,0.301905
-1.06929,-0.709047,0.387747
-1.06582,-0.707337,0.496253
-1.05132,-0.696423,0.768223
-1.04436,-0.689768,0.86505
-1.03717,-0.681764,0.96208
-1.02873,-0.670273,1.06594
-1.01582,-0.647353,1.17222
-1.00829,-0.630847,1.17657
-1.00328,-0.619373,1.14678
-0.990663,-0.594012,1.01088
-0.977849,-0.574034,0.855887
-0.976701,-0.572573,0.842933
-0.969776,-0.564915,0.777275
-0.966398,-0.561709,0.759429
-0.964437,-0.559904,0.770755
-0.964323,-0.55981,0.796604
-0.964525,-0.56,0.83369
-0.964761,-0.560252,0.878419
-0.964949,-0.560473,0.915742
-0.965128,-0.560702,0.953077
-0.965232,-0.560842,0.97548
-0.965397,-0.56108,1.01282
-0.965552,-0.561325,1.05016
-0.96567,-0.561524,1.08003
-0.965809,-0.561778,1.11736
-0.965941,-0.56204,1.15479
-0.966173,-0.562578,1.22959
-0.966329,-0.563021,1.28945
-0.966397,-0.563246,1.31937
-0.966397,-0.563246,1.31937
-0.966537,-0.563819,1.39418
-0.966439,-0.56384,1.43054
-0.965808,-0.561999,1.45949
-0.964384,-0.557032,1.48388
-0.961485,-0.544267,1.50085
-0.959547,-0.533305,1.48137
-0.956281,-0.515194,1.42873
-0.952786,-0.498884,1.38026
-0.948805,-0.481243,1.32658
-0.947298,-0.475581,1.3009
-0.937077,-0.442182,1.26005
-0.933629,-0.431512,1.26359
-0.930386,-0.421094,1.27558
-0.926486,-0.407906,1.30712
-0.922652,-0.393238,1.35447
-0.919024,-0.374927,1.4003
-0.917532,-0.365554,1.41481
-0.915131,-0.349685,1.42331
-0.911963,-0.32841,1.43388
-0.909924,-0.313163,1.45223
-0.908116,-0.297076,1.4802
-0.905767,-0.255434,1.54953
-0.905464,-0.230927,1.5549
-0.905244,-0.218012,1.55107
-0.904622,-0.186108,1.55897
-0.904555,-0.162119,1.58302
-0.906785,-0.108146,1.64004
-0.90822,-0.0885626,1.6516
-0.909698,-0.0689063,1.64505
-0.911271,-0.0445679,1.62292
-0.912449,-0.0195376,1.61293
-0.913483,0.00984515,1.59918
-0.914342,0.0483851,1.59265
