-1.00002,-0.996207,1.58516,-0.67888,-0.69314,1.55045
-1.01019,-0.596685,1.5954,-0.676702,-0.475895,1.55978
-1.01909,-0.228734,1.59449,-0.672578,-0.144181,1.55968
-1.02592,0.0641272,1.5938,-0.667776,0.286384,1.55807
-1.03038,0.259372,1.59336,-0.665918,0.456402,1.55929
-1.0344,0.439598,1.59297,-0.666546,0.504674,1.55883
-1.03912,0.654872,1.59246,-0.663013,0.721963,1.55826
-1.04574,0.96527,1.5918,-0.659848,1.02431,1.55699
-1.05088,1.21309,1.59126,-0.655713,1.32962,1.55729
-1.05638,1.48594,1.59069,-0.653458,1.53321,1.55857
-1.06149,1.74629,1.59017,-0.656454,1.79208,1.55926
-1.06262,1.83063,1.28004,-0.639607,1.85628,1.45677
-1.06032,1.83451,0.804242,-0.632413,1.6942,0.935435
-1.05599,1.83699,0.267597,-0.629076,1.69554,0.261357
-0.959713,1.84326,0.0667737,-0.587094,1.86539,6.20457
-0.807247,1.82338,-0.153656,-0.466755,1.82407,5.97172
-0.552341,1.78385,-0.15379,-0.262937,1.74665,5.95493
-0.37169,1.75585,-0.15365,-0.0679988,1.68201,5.95512
-0.171239,1.72483,-0.153361,0.132029,1.62683,5.97188
0.0143764,1.69615,-0.153151,0.269674,1.58875,5.97198
0.202475,1.66714,-0.152885,0.326489,1.57051,5.97244
0.412863,1.63476,-0.152486,0.481118,1.58148,6.03164
0.596034,1.60665,-0.15208,0.689151,1.5299,6.03204
0.774267,1.57935,-0.151658,0.858967,1.48909,6.03244
1.04907,1.53743,-0.150946,1.09261,1.43369,6.03316
1.40315,1.48374,-0.149906,1.41011,1.34834,6.03414
1.72509,1.43526,-0.148936,1.64162,1.26647,6.03522
1.86499,1.41582,-0.45265,1.84675,1.16817,5.84379
1.8686,1.41259,-0.989173,1.81159,1.01375,5.285
1.87005,1.40759,-1.55652,1.92138,0.998317,4.78542
1.85592,1.37911,-1.92377,1.91868,1.00133,4.34296
1.76689,1.21272,-2.1054,1.83095,0.900576,4.06572
1.65594,1.02515,-2.10433,1.79262,0.823927,4.06675
1.50452,0.768378,-2.10273,1.63255,0.60858,4.0679
1.37379,0.545932,-2.10127,1.4623,0.38957,4.0693
1.25984,0.351402,-2.09994,1.30053,0.173471,4.07033
1.14994,0.16321,-2.09861,1.14638,0.0103617,4.04765
1.03777,-0.0294613,-2.0972,1.04472,-0.133841,4.0484
0.826797,-0.393597,-2.09443,0.854532,-0.410484,4.05202
0.660417,-0.682643,-2.09113,0.629556,-0.714845,4.05502
0.50127,-0.961546,-2.08702,0.444438,-0.933618,4.08006
0.371616,-1.19084,-2.08336,0.247119,-1.21703,4.08296
0.245269,-1.41624,-2.07958,0.100336,-1.47892,4.08942
0.120997,-1.63993,-2.07574,-0.0595583,-1.70135,4.09374
0.00966899,-1.84369,-2.06866,-0.214609,-1.90621,4.09759
0.00433291,-1.85805,-2.55089,-0.222379,-1.89079,3.82189
-0.0004265,-1.85958,-3.09373,-0.231243,-1.91884,3.39688
-0.237818,-1.75817,2.69477,-0.337041,-1.85189,2.56698
-0.628718,-1.57118,2.69621,-0.79256,-1.64445,2.57142
-0.97015,-1.40846,2.69766,-1.22853,-1.38465,2.57352
-1.25071,-1.27522,2.69894,-1.39882,-1.2707,2.57489
-1.52013,-1.1477,2.70024,-1.69906,-1.12161,2.57603
-1.78745,-1.0216,2.70158,-1.86389,-1.02061,2.57754
-1.86133,-0.990404,2.18885,-1.91039,-0.98216,2.33347
-1.86294,-0.984207,1.49126,-1.86851,-0.976735,1.49698
-1.80282,-0.846153,1.09013,-1.88726,-0.89303,1.11772
-1.69169,-0.632903,1.09094,-1.7809,-0.663499,1.07208
-1.59923,-0.455109,1.09175,-1.67514,-0.504602,1.07287
-1.50232,-0.268341,1.09271,-1.60106,-0.316346,1.09082
-1.39984,-0.0703468,1.09384,-1.50922,-0.138103,1.09293
-1.29989,0.123311,1.09502,-1.42134,0.0607224,1.10647
-1.2036,0.310407,1.09621,-1.33193,0.240254,1.10768
-1.09384,0.524376,1.09765,-1.23352,0.448544,1.10905
-0.988951,0.729583,1.09908,-1.12765,0.660956,1.11073
-0.875283,0.952808,1.10072,-1.00799,0.880199,1.11301
-0.76312,1.17399,1.10243,-0.897161,1.11809,1.10341
-0.653593,1.39089,1.10414,-0.75522,1.3179,1.09721
-0.532093,1.63262,1.10615,-0.685358,1.51867,1.10389
-0.438098,1.82811,1.04863,-0.518825,1.78371,1.10262
-0.434691,1.83155,0.530185,-0.45217,1.88581,0.660932
-0.430448,1.83275,0.0477907,-0.44688,1.88089,0.108119
-0.251313,1.81572,-0.157549,-0.281101,1.8551,6.06673
-0.046033,1.78312,-0.157146,-0.0584014,1.81931,5.97833
0.156805,1.75104,-0.156539,0.140971,1.75957,5.98536
0.334923,1.72296,-0.156014,0.342737,1.72706,5.98616
0.797611,1.65051,-0.154504,0.688576,1.62414,5.99803
1.16388,1.59366,-0.153278,1.12074,1.50834,6.05052
1.47825,1.54526,-0.152111,1.44776,1.46357,6.05237
1.83036,1.49243,-0.143513,1.75709,1.3968,6.0717
1.8462,1.49071,-0.558926,1.83752,1.37171,5.77746
1.84924,1.48761,-1.03138,1.83653,1.36683,5.31162
1.85048,1.48317,-1.53326,1.79664,1.38441,4.86057
1.83026,1.39761,-1.8251,1.79085,1.34243,4.44023
1.78284,1.2158,-1.82661,1.7359,1.17237,4.38311
1.73772,1.04404,-1.82949,1.67894,0.993094,4.38578
1.69091,0.86734,-1.8301,1.63205,0.80726,4.39126
1.64395,0.690617,-1.83104,1.56157,0.633419,4.38982
1.59615,0.511523,-1.83205,1.6324,0.506556,4.50145
1.54557,0.3228,-1.83317,1.60419,0.375646,4.50032
1.48367,0.0930216,-1.83459,1.55547,0.151676,4.4996
1.41548,-0.1581,-1.83697,1.52048,-0.0118102,4.49841
1.34494,-0.416616,-1.8375,1.4648,-0.26957,4.49791
1.27753,-0.663037,-1.83803,1.41317,-0.502492,4.49739
1.21265,-0.89976,-1.83852,1.35593,-0.767949,4.49688
1.14699,-1.13887,-1.83896,1.30538,-0.993871,4.49635
1.08189,-1.37553,-1.83941,1.26124,-1.19715,4.49617
1.01602,-1.61458,-1.83981,1.20075,-1.47033,4.49584
0.955541,-1.83638,-1.83364,1.15066,-1.69185,4.4958
0.952517,-1.85418,-2.25011,1.12602,-1.73204,4.27438
0.948664,-1.85696,-2.75772,1.11631,-1.73425,3.79672
0.943596,-1.85736,3.02994,1.10309,-1.74231,3.08072
0.742704,-1.79903,2.85184,1.001,-1.83342,3.02467
0.514717,-1.73107,2.85187,0.726936,-1.79543,2.98173
0.2987,-1.66668,2.85207,0.528447,-1.75909,2.98223
0.0562609,-1.59449,2.85237,0.380994,-1.73374,2.98243
-0.169395,-1.52736,2.85277,0.14726,-1.69655,2.98282
-0.409497,-1.45607,2.85336,-0.053485,-1.66433,2.98354
-0.649649,-1.38495,2.85415,-0.406635,-1.60809,2.98425
-0.887459,-1.31473,2.855,-0.691868,-1.56347,2.98488
-1.10851,-1.24967,2.85585,-0.917327,-1.52858,2.98582
-1.34405,-1.18058,2.85684,-1.13109,-1.4941,2.98679
-1.56042,-1.11734,2.85782,-1.39936,-1.45296,2.98793
-1.77925,-1.05361,2.8588,-1.62625,-1.41793,2.98907
-1.8414,-1.03854,2.5639,-1.80291,-1.36952,2.81936
-1.84431,-1.03546,2.11155,-1.74082,-1.3731,2.42818
-1.84556,-1.03129,1.64463,-1.84471,-1.3614,1.79017
-1.82854,-0.925121,1.32086,-1.91121,-1.30131,1.42788
-1.78068,-0.753846,1.29423,-1.85757,-1.12559,1.35455
-1.73344,-0.587642,1.29345,-1.82489,-0.937641,1.3548
-1.66329,-0.341963,1.29181,-1.76947,-0.616346,1.35974
-1.6149,-0.173698,1.28943,-1.73322,-0.451513,1.36781
-1.56202,0.009122,1.28884,-1.697,-0.28227,1.35857
-1.50271,0.213593,1.28817,-1.66402,-0.109287,1.35781
-1.43626,0.442071,1.28746,-1.63694,0.0464399,1.36676
-1.36333,0.692143,1.28669,-1.57305,0.368183,1.36598
-1.28669,0.954179,1.2859,-1.50016,0.644979,1.365
-1.2169,1.19212,1.28518,-1.44294,0.945051,1.36429
-1.14199,1.44684,1.28443,-1.32767,-1.1285,2.70654
-1.08533,1.63903,1.28386,-1.50871,-1.04425,2.70604
-1.02643,1.84047,1.29065,-1.7317,-0.94047,2.70525
-1.02286,1.85769,1.01103,-1.81392,-0.886357,2.52747
-1.02056,1.86016,0.654281,-1.752,-0.888659,2.03513
-1.01726,1.86173,0.262803,-1.53195,1.49256,1.21635
-1.01367,1.86195,-0.123616,-1.52844,1.49501,0.66849
-0.89137,1.81117,-0.471912,-1.45988,1.51987,0.383591
-0.708402,1.71783,-0.471068,-1.2462,1.57412,0.246851
-0.52758,1.62581,-0.470224,-1.07809,1.61419,0.245871
-0.339979,1.53054,-0.469352,-0.841631,1.6782,0.243996
-0.161231,1.43997,-0.468472,-0.881308,1.22734,0.193608
0.0153607,1.35069,-0.467583,-0.728877,1.25739,0.194519
0.243483,1.23564,-0.466437,-0.425569,1.31734,0.195686
0.440404,1.13661,-0.465388,-0.321019,1.33855,0.196894
0.673261,1.01982,-0.464171,-0.116263,1.37933,0.197674
0.908505,0.902216,-0.462879,0.138134,1.43133,0.199261
1.14614,0.783797,-0.461563,0.46881,1.49788,0.200637
1.36599,0.674597,-0.460319,0.700429,1.54511,0.202035
1.58821,0.564563,-0.459037,0.942741,1.59474,0.203363
1.63863,0.539716,-0.835237,1.07418,1.59761,6.11117
1.78541,0.367084,-0.870403,1.29086,1.57017,6.09224
1.85637,0.28072,-1.11062,1.70087,1.54827,6.1003
1.85728,0.276463,-1.57714,1.72257,1.5214,5.48273
1.80085,0.114429,-1.97215,1.70021,1.45428,4.92599
1.70796,-0.10465,-1.97136,1.72664,1.21898,4.8555
1.61915,-0.314584,-1.97042,1.7967,0.837818,4.91006
1.52861,-0.529224,-1.96933,0.782268,-0.59228,3.44749
1.42668,-0.771685,-1.96799,0.469406,-0.691377,3.44834
1.33765,-0.984246,-1.96668,0.176104,-0.784733,3.44995
1.24409,-1.20849,-1.96524,1.88062,-0.291297,4.82695
1.14991,-1.43519,-1.96366,1.91117,-0.550265,4.8285
1.06182,-1.64815,-1.9621,1.94116,-0.803468,4.8302
0.983549,-1.84911,-1.96868,1.96744,-1.02982,4.83182
0.981061,-1.85362,-2.41965,1.96177,-1.13355,4.50415
0.97719,-1.8556,-2.88669,1.95849,-1.13853,4.00833
0.80717,-1.79016,2.70609,1.92802,-1.3085,3.37538
0.489163,-1.64238,2.70724,1.5629,-1.05922,2.83967
0.198248,-1.50762,2.70846,1.39428,-1.00131,2.8405
-0.0746374,-1.3816,2.70968,0.87675,-1.45197,3.2783
-0.368166,-1.24653,2.71107,0.556549,-1.49626,3.27965
-0.652777,-1.11603,2.71249,0.316629,-1.53003,3.2811
-0.953533,-0.978681,2.71405,0.238461,-1.54157,3.28263
-1.25223,-0.842842,2.71566,0.204104,-0.241162,2.05657
-1.45528,-0.750831,2.7168,-0.603287,-0.0823274,2.05738
-1.71781,-0.632285,2.71827,-1.39338,-1.45684,3.71209
-1.85103,-0.576205,2.6683,-1.57093,-1.5731,3.7202
-1.85409,-0.573653,2.24022,-1.51525,-1.52823,3.28591
-1.85589,-0.569589,1.76289,-1.51727,-1.52588,2.84099
-1.82349,-0.478575,1.21333,-1.52027,-1.51882,2.07656
-1.70449,-0.159382,1.21483,-1.58122,-1.19181,1.73352
-1.57386,0.192906,1.21676,-1.63981,-0.87172,1.73439
-1.49149,0.416159,1.2181,-1.63112,-0.755254,1.70848
-1.40684,0.655814,1.21332,-1.71888,-0.328908,1.7368
-1.28728,0.948358,1.19252,-1.76615,-0.259604,1.76573
-1.14245,1.314,1.19502,-1.84316,-0.0179131,1.77723
-1.03331,1.59139,1.19709,-1.9044,0.485941,1.76922
-0.999876,1.68433,0.752954,-1.93792,0.66567,1.55854
-0.963238,1.70871,0.503104,-1.94289,0.669763,1.03563
-0.91892,1.75037,0.793516,-1.93022,0.833591,1.50141
-0.843631,1.81562,0.74946,-1.89596,0.92551,1.32906
-0.840359,1.81806,0.469007,-1.89262,0.92623,1.24774
-0.79854,1.8406,0.380084,-0.245037,-1.70161,3.73311
-0.795933,1.84119,0.0943582,-1.8629,1.04803,0.927644
-0.730114,1.83791,-0.059535,-1.85188,1.05485,0.658159
-0.590458,1.81847,-0.158301,-1.73089,1.09505,0.470244
-0.456877,1.79719,-0.157393,-1.53547,1.16549,0.40952
-0.305957,1.7733,-0.156362,-1.35096,1.25359,0.41167
-0.147587,1.7484,-0.155239,-1.1581,1.30927,0.412209
0.00599841,1.72446,-0.153546,-0.970473,1.40651,0.412826
0.172121,1.6989,-0.151224,-0.785361,1.46511,0.414848
0.380477,1.66741,-0.148249,-0.554749,1.55893,0.418071
0.581481,1.63763,-0.145325,-0.356036,1.6533,0.421914
0.765191,1.61095,-0.142606,-0.19418,1.73332,0.424279
0.951461,1.58443,-0.139779,0.0918346,1.85742,0.42658
1.16017,1.55534,-0.136646,0.258678,1.92691,0.429797
1.44853,1.51625,-0.132288,0.394416,1.99098,0.432662
1.76195,1.47521,-0.127534,-1.6135,-0.190056,2.54756
1.83491,1.46677,-0.361391,-1.74165,-0.0615046,2.41718
1.83777,1.46507,-0.717747,-1.75228,-0.0616213,2.04801
1.83979,1.46253,-1.06909,-1.76864,-0.0565347,1.73391
